source,case_id,case_label,eta,nmstv,ref_key,radius,phi_energy_raw,dphi_dr_raw,dphi_dr_smooth,curvature_smooth,positive_curvature_smooth
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.97,-0.0841768451416284,0.14446688367177973,0.0048193182940983945,5.081069250829671,5.081069250829671
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.98,-0.0804054227000274,0.2631776947028497,0.10348480377771696,8.437183975159526,8.437183975159526
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.99,-0.0789132912475714,0.18340007573953976,0.17356299779728904,5.264278947171921,5.264278947171921
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,1.0,-0.0767374211852366,0.21758700623347985,0.20877038272115547,3.5207384923866405,3.5207384923866405
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:1,0.01,-0.0009515748033826,-0.006694731926170012,-0.01153561827185572,-0.4494075904403573,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:1,0.02,-0.0010185221226443,-0.009669368901520009,-0.016029694176259292,-0.5590010449704642,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:1,0.03,-0.001144962181413,-0.017176903272565,-0.022715639171265,-0.7905843742463926,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:1,0.04,-0.0013620601880956,-0.02712412802422498,-0.03184138166118714,-0.9881912558780352,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:1,0.05,-0.0016874447418975,-0.03815326325699503,-0.042479464288825715,-1.1237033696155712,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:1,0.06,-0.0021251254532355,-0.05349634689120997,-0.05431544905349856,-1.2436196241829274,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:1,0.07,-0.0027573716797217,-0.07057492935562501,-0.06735185677248427,-1.2838914144218574,0.0
